site;plot;Pre-disturbance management;Post-disturbance management;Years since disturbance;Disturbance agent;Elevation;Aridity Change;HLI;Late-successional WDensity;Early-successional WDensity;Pioneer WDensity;Total WDensity;Pioneer RawDensity;Early-successional RawDensity;Late-successional RawDensity;Total RawDensity;Pre_Density;Pre_Sp1;Pre_Sp2;WDensity_Sp1;WDensity_Sp2
Bohor;56;Y;Logging only;11;Wind;268,894206;0,076333178;0,998301459;1698,877878;1803,205624;0;3502,083502;0;4285,714286;3877,55102;8163,265306;489;Fagus sylvatica;N;1698,877869;0
Bohor;57;Y;Logging only;11;Wind;459,4070736;0,070855274;0,528712118;1691,42203;0;3204,945996;4896,368027;5100;0;4900;10000;489;Fagus sylvatica;N;1691,422022;0
Bohor;58;Y;Logging only;11;Wind;351,0314439;0,073591755;0,856597714;743,9878641;3503,97791;0;4247,965774;0;11428,57143;2244,897959;13673,46939;489;Fagus sylvatica;N;622,4751311;0
Bohor;59;Y;Logging only;11;Wind;340,84341;0,073768933;1,033337364;0;1312,553996;0;1312,553996;0;5510,204081;0;5510,204081;489;Fagus sylvatica;N;0;0
bord_louviers_12;1;Y;Logging only;19;Wind;38,58335477;-0,009932691;0,651129265;0;800,0000001;0;800,0000001;0;800,0000001;0;800,0000001;500,3638865;Pinus sylvestris;N;800,0000001;0
bord_louviers_12;2;Y;Logging only;19;Wind;37,8690127;-0,009932691;0,646135252;0;0;0;0;0;0;0;0;500,3638865;Pinus sylvestris;N;0;0
bord_louviers_12;3;Y;Logging only;19;Wind;37,15084539;-0,009932691;0,650162241;0;289,6521484;0;289,6521484;0;533,3333334;0;533,3333334;500,3638865;Pinus sylvestris;N;0;0
bord_louviers_12;4;Y;Logging only;19;Wind;35,73002443;-0,009932691;0,646421186;0;737,3265621;74,9680325;812,2945946;266,6666667;800,0000001;0;1066,666667;500,3638865;Pinus sylvestris;N;737,3265621;0
bord_louviers_183;1;Y;Logging only;19;Wind;85,09893394;-0,006757794;0,622573307;669,44303;181,7621165;1333,333334;2184,53848;1333,333334;266,6666667;800,0000001;2400;500,3638865;Fagus sylvatica;N;669,44303;0
bord_louviers_183;2;Y;Logging only;19;Wind;86,24175951;-0,006757794;0,622334766;1188,450378;22,98548166;2133,333334;3344,769194;2133,333334;266,6666667;1600;4000,000001;500,3638865;Fagus sylvatica;N;1188,450378;0
bord_louviers_183;3;Y;Logging only;19;Wind;90,47365049;-0,006757794;0,632923401;533,3333334;0;266,6666667;800,0000001;266,6666667;0;533,3333334;800,0000001;500,3638865;Fagus sylvatica;N;533,3333334;0
bord_louviers_183;4;Y;Logging only;19;Wind;89,38442748;-0,006757794;0,633792189;773,3124651;0;266,6666667;1039,979132;266,6666667;0;800,0000001;1066,666667;500,3638865;Fagus sylvatica;N;773,3124651;0
bourle;1;Y;Logging only;19;Wind;393,6825202;0,11401636;0,657362281;8806,405412;1682,860565;0;10489,26598;0;2666,666667;20000;22666,66667;419,9895932;Fagus sylvatica;Quercus;6555,717726;0
bourle;2;Y;Logging only;19;Wind;393,8089078;0,11401636;0,655445556;4030,036616;6212,819183;0;10242,8558;0;15200;8800,000001;24000;419,9895932;Fagus sylvatica;Quercus;2135,136187;0
bourle;3;Y;Logging only;19;Wind;394,5795933;0,11401636;0,653523412;3086,844629;3618,28914;0;6705,133768;0;5866,666667;6133,333334;12000;419,9895932;Fagus sylvatica;Quercus;2892,352091;0
bourle;4;Y;Logging only;19;Wind;393,732622;0,11401636;0,653027996;10704,1147;2921,233235;0;13625,34794;0;4533,333334;22400;26933,33334;419,9895932;Fagus sylvatica;Quercus;8837,649743;0
Bourra;FB1;N;Logging only;11;Fire;1728,496166;0,014513614;0,850037626;0;13,3782075;0;13,3782075;0;88,49557522;0;88,49557522;720;Pinus sylvestris;N;0;0
Bourra;FB10;N;Logging only;11;Fire;1700,880156;0,014551286;0,898428229;0;30,62905402;24,52671376;55,15576778;442,4778761;176,9911504;0;619,4690265;720;Pinus sylvestris;N;30,62905402;0
Bourra;FB2;N;Logging only;11;Fire;1726,365409;0,01449877;0,903387748;0;0;0;0;0;0;0;0;720;Pinus sylvestris;N;0;0
Bourra;FB3;N;Logging only;11;Fire;1694,861251;0,014582936;0,931701677;0;0;0;0;0;0;0;0;720;Pinus sylvestris;N;0;0
Bourra;FB4;N;Logging only;11;Fire;1689,644261;0,014609982;0,988779799;0;12,79144402;12,55673862;25,34818264;88,49557522;176,9911504;0;265,4867257;720;Pinus sylvestris;N;0;0
Bourra;FB5;N;Logging only;11;Fire;1695,63318;0,014600874;0,932371221;0;25,93494612;48,81872212;74,75366824;530,9734513;530,9734513;0;1061,946903;720;Pinus sylvestris;N;6,7477801;0
Bourra;FB6;N;Logging only;11;Fire;1702,945796;0,014566823;0,982166911;0;85,90217449;157,4873199;243,3894944;1415,929204;884,9557522;0;2300,884956;720;Pinus sylvestris;N;78,15689646;0
Bourra;FB7;N;Logging only;11;Fire;1711,640366;0,014532229;0,902932838;0;0;25,11347725;25,11347725;265,4867257;0;0;265,4867257;720;Pinus sylvestris;N;0;0
Bourra;FB8;N;Logging only;11;Fire;1714,097681;0,014537998;0,936651901;0;31,3331702;67,7125064;99,0456766;884,9557522;353,9823009;0;1238,938053;720;Pinus sylvestris;N;0;0
Bourra;FB9;N;Logging only;11;Fire;1726,064015;0,014477397;0,824814874;0;12,20468053;0;12,20468053;0;176,9911504;0;176,9911504;720;Pinus sylvestris;N;0;0
Bourra;PM1;N;None;11;Fire;1706,011554;0,014799248;0,821164442;0;0;0;0;0;0;0;0;720;Pinus sylvestris;N;0;0
Bourra;PM10;N;None;11;Fire;1675,397696;0,014882919;0,891292961;0;15,72526145;0;15,72526145;0;176,9911504;0;176,9911504;720;Pinus sylvestris;N;0;0
Bourra;PM11;N;None;11;Fire;1673,501651;0,014986505;0,864491638;0;11,14850625;0;11,14850625;0;176,9911504;0;176,9911504;720;Pinus sylvestris;N;0;0
Bourra;PM12;N;None;11;Fire;1661,283182;0,015059584;0,935540061;0;2,464406645;0;2,464406645;0;88,49557522;0;88,49557522;720;Pinus sylvestris;N;0;0
Bourra;PM13;N;None;11;Fire;1653,461209;0,01500405;0,838282126;0;5,515576777;0;5,515576777;0;88,49557522;0;88,49557522;720;Pinus sylvestris;N;0;0
Bourra;PM14;N;None;11;Fire;1658,644952;0,014864235;0,970619044;0;0;0;0;0;0;0;0;720;Pinus sylvestris;N;0;0
Bourra;PM15;N;None;11;Fire;1643,628173;0,01489913;1,002008881;0;0;0;0;0;0;0;0;720;Pinus sylvestris;N;0;0
Bourra;PM16;N;None;11;Fire;1634,380002;0,014982286;0,948182066;0;9,388215791;21,94495441;31,3331702;88,49557522;88,49557522;0;176,9911504;720;Pinus sylvestris;N;0;0
Bourra;PM17;N;None;11;Fire;1633,387018;0,015052727;0,810825979;0;0;0;0;0;0;0;0;720;Pinus sylvestris;N;0;0
Bourra;PM18;N;None;11;Fire;1625,559997;0,01512423;0,944051213;0;11,85262244;4,811460593;16,66408303;88,49557522;176,9911504;0;265,4867257;720;Pinus sylvestris;N;0;0
Bourra;PM19;N;None;11;Fire;1625,92198;0,014971699;1,025584188;0;15,02114527;0;15,02114527;0;88,49557522;0;88,49557522;720;Pinus sylvestris;N;15,02114527;0
Bourra;PM2;N;None;11;Fire;1701,262108;0,014881329;0,841944845;0;13,26085481;67,36044832;80,62130313;353,9823009;88,49557522;0;442,4778761;720;Pinus sylvestris;N;0;0
Bourra;PM20;N;None;11;Fire;1622,196974;0,015021221;0,92535723;0;5,046165988;13,7302656;18,77643158;353,9823009;88,49557522;0;442,4778761;720;Pinus sylvestris;N;0;0
Bourra;PM3;N;None;11;Fire;1692,244131;0,014930945;0,843298654;0;3,403228224;44,59402501;47,99725323;88,49557522;88,49557522;0;176,9911504;720;Pinus sylvestris;N;3,403228224;0
Bourra;PM4;N;None;11;Fire;1694,344726;0,015002594;0,837806198;0;4,342049804;0;4,342049804;0;88,49557522;0;88,49557522;720;Pinus sylvestris;N;0;0
Bourra;PM5;N;None;11;Fire;1682,492591;0,015007901;0,874393494;0;7,393219936;24,87877184;32,27199178;176,9911504;176,9911504;0;353,9823009;720;Pinus sylvestris;N;0;0
Bourra;PM6;N;None;11;Fire;1682,053408;0,014941155;0,862281239;0;0;9,622921186;9,622921186;176,9911504;0;0;176,9911504;720;Pinus sylvestris;N;0;0
Bourra;PM7;N;None;11;Fire;1683,94246;0,01485201;0,888981165;0;5,163518685;0;5,163518685;0;88,49557522;0;88,49557522;720;Pinus sylvestris;N;5,163518685;0
Bourra;PM8;N;None;11;Fire;1693,717402;0,014799832;0,872175359;0;8,684099607;0;8,684099607;0;88,49557522;0;88,49557522;720;Pinus sylvestris;N;0;0
Bourra;PM9;N;None;11;Fire;1679,440884;0,014811142;0,942077686;0;0;0;0;0;0;0;0;720;Pinus sylvestris;N;0;0
Bourra;RD1;N;Logging only;11;Fire;1722,259247;0,014668472;0,660623647;0;22,2970125;0;22,2970125;0;88,49557522;0;88,49557522;720;Pinus sylvestris;N;0;0
Bourra;RD10;N;Logging only;11;Fire;1702,531601;0,014595122;0,819957324;0;23,93995026;15,60790875;39,54785902;176,9911504;176,9911504;0;353,9823009;720;Pinus sylvestris;N;0;0
Bourra;RD2;N;Logging only;11;Fire;1713,53043;0,014616806;0,70095216;0;2,112348553;29,45552704;31,56787559;176,9911504;88,49557522;0;265,4867257;720;Pinus sylvestris;N;0;0
Bourra;RD3;N;Logging only;11;Fire;1719,363514;0,014555661;0,796232791;0;2,347053948;0;2,347053948;0;88,49557522;0;88,49557522;720;Pinus sylvestris;N;0;0
Bourra;RD4;N;Logging only;11;Fire;1686,463959;0,014738865;0,84332739;0;22,06230711;0;22,06230711;0;88,49557522;0;88,49557522;720;Pinus sylvestris;N;0;0
Bourra;RD5;N;Logging only;11;Fire;1684,373603;0,01469204;0,694161674;0;0;17,72025731;17,72025731;176,9911504;0;0;176,9911504;720;Pinus sylvestris;N;0;0
Bourra;RD6;N;Logging only;11;Fire;1681,842551;0,014660791;0,734583897;0;0;77,33542759;77,33542759;530,9734513;0;0;530,9734513;720;Pinus sylvestris;N;0;0
Bourra;RD7;N;Logging only;11;Fire;1693,20897;0,014624093;0,818159985;0;9,974979278;67,7125064;77,68748568;353,9823009;88,49557522;0;442,4778761;720;Pinus sylvestris;N;0;0
Bourra;RD8;N;Logging only;11;Fire;1694,368356;0,014657146;0,708126614;0;0;25,93494613;25,93494613;176,9911504;0;0;176,9911504;720;Pinus sylvestris;N;0;0
Bourra;RD9;N;Logging only;11;Fire;1704,833782;0,014633793;0,713609926;0;0;57,85487981;57,85487981;442,4778761;0;0;442,4778761;720;Pinus sylvestris;N;0;0
Bourra;SL1;N;Logging only;11;Fire;1693,237942;0,015159246;0,811552653;0;12,32203323;174,8555191;187,1775523;3451,327434;176,9911504;0;3628,318584;720;Pinus sylvestris;N;0;0
Bourra;SL10;N;Logging only;11;Fire;1634,360478;0,015284589;0,917071763;0;20,53672204;34,73639843;55,27312047;353,9823009;265,4867257;0;619,4690265;720;Pinus sylvestris;N;0;0
Bourra;SL11;N;Logging only;11;Fire;1678,775343;0,014633007;0,923505664;0;0;0;0;0;0;0;0;720;Pinus sylvestris;N;0;0
Bourra;SL12;N;Logging only;11;Fire;1661,770212;0,014693426;0,997437688;0;8,918805002;0;8,918805002;0;88,49557522;0;88,49557522;720;Pinus sylvestris;N;0;0
Bourra;SL13;N;Logging only;11;Fire;1665,401071;0,014738576;0,715586853;0;0;94,70362679;94,70362679;1415,929204;0;0;1415,929204;720;Pinus sylvestris;N;0;0
Bourra;SL14;N;Logging only;11;Fire;1609,866456;0,01516057;0,726464053;0;11,50056435;0;11,50056435;0;265,4867257;0;265,4867257;720;Pinus sylvestris;N;3,872639014;0
Bourra;SL15;N;Logging only;11;Fire;1600,848785;0,015053005;1,05491735;0;0;133,7233987;133,7233987;1769,911504;0;0;1769,911504;720;Pinus sylvestris;N;0;0
Bourra;SL16;N;Logging only;11;Fire;1613,034239;0,014974472;1,042631914;0;3,051170132;3,16852283;6,219692962;88,49557522;88,49557522;0;176,9911504;720;Pinus sylvestris;N;0;0
Bourra;SL17;N;Logging only;11;Fire;1619,706487;0,014900691;0,940935338;0;4,694107896;0;4,694107896;0;88,49557522;0;88,49557522;720;Pinus sylvestris;N;0;0
Bourra;SL18;N;Logging only;11;Fire;1613,034496;0,014888412;0,826413508;0;37,08345238;29,45552705;66,53897943;176,9911504;265,4867257;0;442,4778761;720;Pinus sylvestris;N;0;0
Bourra;SL19;N;Logging only;11;Fire;1628,493841;0,014851576;0,782762334;0;20,53672205;0;20,53672205;0;176,9911504;0;176,9911504;720;Pinus sylvestris;N;0;0
Bourra;SL2;N;Logging only;11;Fire;1694,267299;0,015246829;0,877063441;0;16,89878842;0;16,89878842;0;88,49557522;0;88,49557522;720;Pinus sylvestris;N;0;0
Bourra;SL20;N;Logging only;11;Fire;1639,787895;0,014848099;0,948261096;0;0;0;0;0;0;0;0;720;Pinus sylvestris;N;0;0
Bourra;SL3;N;Logging only;11;Fire;1695,759078;0,015297186;0,878991328;0;5,750282172;284,7563202;290,5066024;2477,876106;176,9911504;0;2654,867257;720;Pinus sylvestris;N;0;0
Bourra;SL4;N;Logging only;11;Fire;1684,423159;0,015354776;0,811507658;0;7,510572633;4,92881329;12,43938592;88,49557522;88,49557522;0;176,9911504;720;Pinus sylvestris;N;0;0
Bourra;SL5;N;Logging only;11;Fire;1672,254558;0,015324928;0,846830832;0;6,923809146;0;6,923809146;0;176,9911504;0;176,9911504;720;Pinus sylvestris;N;0;0
Bourra;SL6;N;Logging only;11;Fire;1664,638498;0,01526856;0,860761035;0;0;0;0;0;0;0;0;720;Pinus sylvestris;N;0;0
Bourra;SL7;N;Logging only;11;Fire;1668,063513;0,015189899;0,816659017;0;3,16852283;0;3,16852283;0;88,49557522;0;88,49557522;720;Pinus sylvestris;N;0;0
Bourra;SL8;N;Logging only;11;Fire;1650,005375;0,015194669;0,776057626;0;0;0;0;0;0;0;0;720;Pinus sylvestris;N;0;0
Bourra;SL9;N;Logging only;11;Fire;1649,358355;0,015329119;0,839339093;0;29,45552705;0;29,45552705;0;176,9911504;0;176,9911504;720;Pinus sylvestris;N;0;0
boux43;1;Y;Logging only;19;Wind;219,9898703;0,076342293;0,670881782;3756,365294;266,6666667;800,0000001;4823,031961;800,0000001;266,6666667;4533,333334;5600,000001;190,9859317;Abies alba;N;0;0
boux43;2;Y;Logging only;19;Wind;210,5107401;0,076342293;0,659477029;2611,368704;0;533,3333334;3144,702037;533,3333334;0;3733,333334;4266,666667;190,9859317;Abies alba;N;0;0
boux43;3;Y;Logging only;19;Wind;209,3327433;0,076342293;0,663281208;123,7679782;0;1066,666667;1190,434645;1066,666667;0;533,3333334;1600;190,9859317;Abies alba;N;0;0
boux43;4;Y;Logging only;19;Wind;219,995213;0,076342293;0,677838287;1989,286121;266,6666667;0;2255,952788;0;266,6666667;2666,666667;2933,333334;190,9859317;Abies alba;N;0;0
boux69;1;Y;Logging only;19;Wind;216,3099803;0,076342293;0,625963016;318,4754273;533,3333334;0;851,8087607;0;533,3333334;533,3333334;1066,666667;358,0986219;Picea abies;Pseudotsuga menziesii ;318,4754273;0
boux69;2;Y;Logging only;19;Wind;218,7663714;0,076342293;0,638137937;2779,794509;1113,62834;0;3893,422849;0;1600;3733,333334;5333,333334;358,0986219;Picea abies;Pseudotsuga menziesii ;2779,794509;609
boux69;3;Y;Logging only;19;Wind;220,6267593;0,076342293;0,649232071;1187,085898;312,63763;22,98548166;1522,70901;266,6666667;800,0000001;1866,666667;2933,333334;358,0986219;Picea abies;Pseudotsuga menziesii ;1187,085898;290
boux69;4;Y;Logging only;19;Wind;219,6072435;0,076342293;0,633094471;68,95644498;556,3188151;533,3333334;1158,608593;533,3333334;800,0000001;800,0000001;2133,333334;358,0986219;Picea abies;Pseudotsuga menziesii ;0;290
bpretre;1;Y;Logging only;19;Wind;312,5382506;0,09193542;0,689343718;3360,824899;1455,308266;0;4816,133165;0;10133,33333;8533,333334;18666,66667;137,934284;Fagus sylvatica;N;3360,824899;0
bpretre;2;Y;Logging only;19;Wind;310,8584748;0,09193542;0,664844163;4094,880962;706,2394663;191,6635548;4992,783983;266,6666667;4800,000001;12800;17866,66667;137,934284;Fagus sylvatica;N;4094,880962;0
bpretre;3;Y;Logging only;19;Wind;311,3673488;0,09193542;0,652662816;2132,619572;906,5679096;0;3039,187481;0;4000,000001;5333,333334;9333,333335;137,934284;Fagus sylvatica;N;2132,619572;0
bpretre;4;Y;Logging only;19;Wind;311,5716188;0,09193542;0,682046355;1998,688225;577,4660239;0;2576,154249;0;1866,666667;2933,333334;4800,000001;137,934284;Fagus sylvatica;N;1998,688225;0
chip135;1;Y;Logging only;19;Wind;424,1410819;0,103574999;0,725028589;422,2606964;533,3333334;0;955,5940298;0;533,3333334;1600;2133,333334;206,901426;Pinus sylvestris;N;533,3333334;0
chip135;2;Y;Logging only;19;Wind;411,3637219;0,103574999;0,729767695;205,101221;972,2964102;126,5969605;1303,994592;266,6666667;2400;533,3333334;3200;206,901426;Pinus sylvestris;N;0;0
chip135;3;Y;Logging only;19;Wind;411,9903971;0,103574999;0,733025907;1159,373642;0;0;1159,373642;0;0;2400;2400;206,901426;Pinus sylvestris;N;0;0
chip135;4;Y;Logging only;19;Wind;425,7006425;0,103574999;0,728820308;1079,133817;22,98548166;0;1102,119298;0;266,6666667;2400;2666,666667;206,901426;Pinus sylvestris;N;22,98548166;0
chize_285_1;1;Y;None;19;Wind;66,23812527;0,026113975;0,687849392;1635,238017;3167,712402;0;4802,950419;0;5066,666667;2133,333334;7200,000001;833,0869223;Fagus sylvatica;Quercus;1635,238017;391
chize_285_1;2;Y;None;19;Wind;66,18284919;0,026113975;0,692405699;2535,752228;4340,002196;0;6875,754423;0;6933,333334;4266,666667;11200;833,0869223;Fagus sylvatica;Quercus;2535,752228;0
chize_285_1;3;Y;None;19;Wind;66,36417074;0,026113975;0,684244116;74,26078691;3812,279396;0;3886,540183;0;5600,000001;266,6666667;5866,666667;833,0869223;Fagus sylvatica;Quercus;74,26078691;0
chize_285_1;4;Y;None;19;Wind;64,48629892;0,026113975;0,680862622;2473,904795;3307,13442;0;5781,039215;0;6666,666668;2933,333334;9600,000001;833,0869223;Fagus sylvatica;Quercus;2473,904795;0
com24;1;Y;Logging only;19;Wind;363,6854364;0,085591992;0,657700421;1329,452356;350,0865669;22,98548166;1702,524404;266,6666667;2133,333334;1600;4000,000001;242,9734052;Fagus sylvatica;N;1329,452356;0
com24;2;Y;Logging only;19;Wind;362,3839137;0,085591992;0,660210502;6931,372278;1448,260742;0;8379,63302;0;2666,666667;10933,33333;13600;242,9734052;Fagus sylvatica;N;6931,372278;0
com24;3;Y;Logging only;19;Wind;363,1136109;0,085591992;0,659869551;2079,626269;2506,749941;0;4586,37621;0;2933,333334;2400;5333,333334;242,9734052;Fagus sylvatica;N;2079,626269;0
com24;4;Y;Logging only;19;Wind;364,0028862;0,085591992;0,657273592;4240,219124;266,6666667;0;4506,885791;0;266,6666667;4800,000001;5066,666667;242,9734052;Fagus sylvatica;N;4240,219124;0
com37;1;Y;Logging only;19;Wind;326,9009017;0,085591992;0,665777107;3364,732587;5781,105336;0;9145,837923;0;8800,000001;8266,666668;17066,66667;334,3975075;Fagus sylvatica;Quercus;3364,732587;0
com37;2;Y;Logging only;19;Wind;325,7671732;0,085591992;0,662192827;726,7369181;4873,137818;0;5599,874736;0;16266,66667;4800,000001;21066,66667;334,3975075;Fagus sylvatica;Quercus;726,7369181;69
com37;3;Y;Logging only;19;Wind;326,7444519;0,085591992;0,667315636;2193,627352;2905,200372;0;5098,827724;0;8800,000001;5866,666667;14666,66667;334,3975075;Fagus sylvatica;Quercus;2193,627352;0
com37;4;Y;Logging only;19;Wind;328,3358683;0,085591992;0,655290588;1507,082292;1724,184466;247,5359564;3478,802715;266,6666667;2400;2400;5066,666667;334,3975075;Fagus sylvatica;Quercus;1507,082292;0
com53;1;Y;Logging only;19;Wind;373,6222605;0,085591992;0,676949428;1662,229093;3403,101738;800,0000001;5865,330831;800,0000001;4533,333334;2933,333334;8266,666668;151,549303;Fagus sylvatica;N;1662,229093;0
com53;2;Y;Logging only;19;Wind;372,2892184;0,085591992;0,672878756;357,1590227;3381,361495;533,3333334;4271,853851;533,3333334;11733,33333;533,3333334;12800;151,549303;Fagus sylvatica;N;357,1590227;0
com53;3;Y;Logging only;19;Wind;371,5914841;0,085591992;0,661587197;1777,818995;1311,697373;773,3124651;3862,828833;800,0000001;4000,000001;2666,666667;7466,666668;151,549303;Fagus sylvatica;N;1777,818995;0
com53;4;Y;Logging only;19;Wind;372,7325101;0,085591992;0,660244582;1001,709598;2234,089527;1066,666667;4302,465792;1066,666667;3733,333334;1866,666667;6666,666668;151,549303;Fagus sylvatica;N;1001,709598;0
courbepine_52;1;Y;Logging only;19;Wind;259,0953733;0,050160895;0,668134392;2105,447765;800,0000001;266,6666667;3172,114432;266,6666667;800,0000001;2933,333334;4000,000001;500,3638865;Quercus;N;0;0
courbepine_52;2;Y;Logging only;19;Wind;258,4892321;0,050160895;0,669957066;541,0779555;1866,666667;266,6666667;2674,411289;266,6666667;1866,666667;1333,333334;3466,666667;500,3638865;Quercus;N;0;0
courbepine_52;3;Y;Logging only;19;Wind;258,5218989;0,050160895;0,666006006;0;1600;0;1600;0;1600;0;1600;500,3638865;Quercus;N;0;0
courbepine_52;4;Y;Logging only;19;Wind;259,1521708;0,050160895;0,665462093;533,3333334;266,6666667;0;800,0000001;0;266,6666667;533,3333334;800,0000001;500,3638865;Quercus;N;0;0
crecy_21;1;Y;Logging only;19;Wind;119,8047663;0,01257463;0,66308721;2103,723753;1157,762375;1600;4861,486129;1600;1600;4000,000001;7200,000001;500,3638865;Quercus;Tilia cordata;0;2104
crecy_21;2;Y;Logging only;19;Wind;119,0803282;0,01257463;0,66137281;5932,279752;704,2387999;2133,333334;8769,851886;2133,333334;800,0000001;14666,66667;17600;500,3638865;Quercus;Tilia cordata;0;5932
crecy_21;3;Y;Logging only;19;Wind;117,5791093;0,01257463;0,658722683;737,4629409;551,65156;3223,87109;4512,98559;3466,666667;1600;2400;7466,666668;500,3638865;Quercus;Tilia cordata;369,1821978;737
crecy_21;4;Y;Logging only;19;Wind;118,1231681;0,01257463;0,660335599;4955,690765;157,3621437;2666,666667;7779,719576;2666,666667;266,6666667;10933,33333;13866,66667;500,3638865;Quercus;Tilia cordata;0;4956
Crnivec;8;Y;Intensive;11;Wind;943,0707488;0,063225619;0,414317611;118,8172591;188,3041383;528,5776726;835,69907;1100;1000;800;2900;336;Picea abies;N;92,42815751;0
Crnivec;9;Y;Intensive;11;Wind;949,739698;0,063287589;0,43696088;594,2320586;425,3419179;2722,50611;3742,080087;5000;1100;2400;8500;336;Picea abies;N;439,4647259;0
Crnivec;10;Y;Intensive;11;Wind;941,6641826;0,063335771;0,37668099;1239,160577;467,5777405;388,344133;2095,082451;2000;2500;5000;9500;336;Picea abies;N;1164,700871;0
Crnivec;11;Y;Intensive;11;Wind;932,0934027;0,063347376;0,400739909;472,0201269;531,8928863;409,9325515;1413,845565;1800;3200;3500;8500;336;Picea abies;N;415,9930131;0
Crnivec;12;Y;Intensive;11;Wind;941,5003274;0,063370864;0,437383169;211,3780256;636,5210307;1044,066563;1891,965619;2500;3500;1200;7200;336;Picea abies;N;145,3389679;0
Crnivec;13;Y;Intensive;11;Wind;945,3502154;0,063408763;0,537958057;1708,107986;1369,05065;2215,093186;5292,251823;5200;6800;4100;16100;336;Picea abies;N;1678,469972;0
Crnivec;14;Y;Intensive;11;Wind;988,7366018;0,063459524;0,661591741;1292,698813;755,8687238;649,3177555;2697,885292;1900;3100;2500;7500;336;Picea abies;N;1206,768472;0
Crnivec;15;Y;Intensive;11;Wind;996,843153;0,063449405;0,552841673;1492,590382;237,0377796;595,4123807;2325,040542;1300;600;2100;4000;336;Picea abies;N;1437,823051;0
Crnivec;16;Y;Intensive;11;Wind;1002,015203;0,063444134;0,706957038;1662,965403;135,5259362;1032,03918;2830,530519;2200;600;3000;5800;336;Picea abies;N;1629,945874;0
Crnivec;17;Y;Intensive;11;Wind;981,6197501;0,063395106;0,436144281;2174,491768;1196,129104;296,5790177;3667,199889;800;3400;3300;7500;336;Picea abies;N;2119,724434;0
Crnivec;18;Y;Intensive;11;Wind;946,8387387;0,063444343;1,036688122;319,7986684;381,3821842;585,9303391;1287,111192;900;1100;1300;3300;336;Picea abies;N;227,3705097;0
Crnivec;19;Y;Intensive;11;Wind;941,2956955;0,062779506;0,726331643;426,9332205;520,4222468;519,8518179;1467,207285;1300;1300;1500;4100;336;Picea abies;N;426,9332182;0
Crnivec;20;Y;Intensive;11;Wind;970,8704597;0,062826262;0,808055394;1736,458654;59,54123808;132,1444181;1928,144311;700;200;3900;4800;336;Picea abies;N;1569,371879;0
Crnivec;21;Y;Intensive;11;Wind;985,1036655;0,062628755;0,543016761;854,8510096;169,0758988;1657,363598;2681,290506;3100;400;1800;5300;336;Picea abies;N;854,8510065;0
Crnivec;22;Y;Intensive;11;Wind;983,4204661;0,063465969;1,04730971;766,7289397;54,76733035;127,503119;948,999389;400;100;1500;2000;336;Picea abies;N;463,771556;0
Crnivec;23;Y;Intensive;11;Wind;900,8964239;0,063043861;0,71566115;1311,462384;171,2107903;264,2888362;1746,962011;1400;400;3800;5600;336;Picea abies;N;418,5125755;0
Crnivec;24;Y;Intensive;11;Wind;907,8599636;0,063148186;0,670218332;890,7905349;755,4568592;144,0791875;1790,326582;400;2000;1100;3500;336;Picea abies;N;890,7905347;0
Crnivec;25;Y;Intensive;11;Wind;940,6318272;0,063106308;0,742638679;2326,63013;436,1626693;435,8842974;3198,677097;1100;1200;11600;13900;336;Picea abies;N;2226,630119;0
Crnivec;26;Y;Intensive;11;Wind;949,0395825;0,063130876;0,673486485;1403,936093;502,32118;379,1945899;2285,451863;700;1400;2400;4500;336;Picea abies;N;1403,93609;0
Crnivec;27;Y;Intensive;11;Wind;981,1830341;0,063126983;0,805111997;3339,786531;684,7905421;366,8083986;4391,385472;800;1900;8800;11500;336;Picea abies;N;3310,015901;0
Crnivec;28;Y;Intensive;11;Wind;963,9408257;0,063069352;0,621605226;1120,489082;1915,861998;342,9257052;3379,276785;900;4900;3000;8800;336;Picea abies;N;1035,951127;0
Crnivec;29;Y;Intensive;11;Wind;994,7989082;0,06282636;0,810208108;203,3048445;188,3041383;246,624029;638,2330118;500;1000;700;2200;336;Picea abies;N;203,3048441;0
Crnivec;30;Y;Intensive;11;Wind;1012,853246;0,062977766;0,677896578;968,5060002;641,3743974;523,6082464;2133,488644;1200;1500;2400;5100;336;Picea abies;N;766,6757887;0
Crnivec;31;Y;Intensive;11;Wind;1029,26424;0,063099104;0,809348252;4637,430846;666,8883882;29,77061904;5334,089854;100;2300;9900;12300;336;Picea abies;N;1871,813268;0
Crnivec;32;Y;Intensive;11;Wind;1068,89857;0,063055324;0,689502685;1180,845444;0;329,770619;1510,616063;400;0;1500;1900;336;Picea abies;N;1180,845444;0
Crnivec;33;Y;Intensive;11;Wind;1118,831847;0,0630956;0,624184674;1088,048345;0;29,77061904;1117,818964;100;0;2400;2500;336;Picea abies;N;1088,048342;0
Crnivec;34;Y;Intensive;11;Wind;1122,21205;0,062799209;0,838312632;716,6297585;0;13,19455053;729,8243091;100;0;1700;1800;336;Picea abies;N;716,629757;0
Crnivec;35;Y;Intensive;11;Wind;1131,881353;0,062863477;0,905955407;708,4483872;0;29,77061904;738,2190062;100;0;1100;1200;336;Picea abies;N;708,4483868;0
