site;plot;Pre-disturbance management;Post-disturbance management;Years since disturbance;Disturbance agent;Elevation;Aridity Change;HLI;Late-successional WDensity;Early-successional WDensity;Pioneer WDensity;Total WDensity;Pioneer RawDensity;Early-successional RawDensity;Late-successional RawDensity;Total RawDensity;Pre_Density;Pre_Sp1;Pre_Sp2;WDensity_Sp1;WDensity_Sp2
Pilsko;1;N;None;8;BarkBeetle;1200,806134;0,049640248;0,916751859;1042,341505;318,5084933;0;1360,849998;0;2576;6863;9439;255,5;Picea abies;N;1002,224252;0
Piska;1;Y;None;13;Wind;116,1071897;0,009307418;0,553387129;402,884459;310,221899;460,2935349;1173,399893;1170,444604;8148,815795;785,2643627;10104,52476;759;Pinus sylvestris;N;228,3401368;0
Piska;3;Y;None;13;Wind;114,9574647;0,009429274;0,593807295;1454,094036;844,7497531;827,9602601;3126,804049;2057,09404;4987,427382;3513,57977;10558,10119;759;Pinus sylvestris;N;1,478120759;0
Piska;11;Y;None;13;Wind;116,586682;0,00967669;0,612386389;173,3932075;154,4138989;1954,875907;2282,683013;4898,27947;1142,426642;1407,551316;7448,257427;759;Pinus sylvestris;N;65,81434042;0
Piska;20;Y;None;13;Wind;117,5568733;0,009801738;0,599774137;539,4373957;328,3090388;908,8948783;1776,641313;4292,294638;5595,386935;829,4715778;10717,15315;759;Pinus sylvestris;N;265,7469639;0
Piska;26;Y;None;12;Wind;117,4570694;0,009894502;0,602232048;31,84713376;466,804125;1691,130895;2189,782154;5243,29101;15684,90424;31,84713376;20960,04238;759;Pinus sylvestris;N;394,8821491;0
Piska;27;Y;None;12;Wind;116,024658;0,009955344;0,589902294;271,207569;73,79126676;601,2293367;946,2281725;826,9083908;453,1234767;1701,308211;2981,340078;759;Pinus sylvestris;N;7,364680119;0
Piska;31;Y;None;13;Wind;117,1499181;0,009987119;0,606108435;0;686,4846167;4085,080884;4771,5655;21786,53316;22460,7743;0;44247,30746;759;Pinus sylvestris;N;636,9476867;0
Piska;32;Y;None;13;Wind;116,0160197;0,010047984;0,556116337;237,3288523;242,6773754;1035,479078;1515,485306;3444,381093;1312,937272;407,1183953;5164,43676;759;Pinus sylvestris;N;204,9798344;0
Piska;34;Y;None;13;Wind;115,6546392;0,010169633;0,591715063;447,2950908;278,9903223;822,0178904;1548,303304;3228,512793;7356,378523;2220,138931;12805,03025;759;Pinus sylvestris;N;80,95445706;0
Piska;38;Y;None;12;Wind;116,4936771;0,010201294;0,583275597;0;63,69426752;127,388535;191,0828026;127,388535;63,69426752;0;191,0828026;759;Pinus sylvestris;N;63,69426752;0
Piska;39;Y;None;12;Wind;115,2600074;0,010262125;0,591557342;98,98279778;1138,756619;338,415797;1576,155214;949,5185036;11732,32357;493,4161472;13175,25822;759;Pinus sylvestris;N;885,5390865;0
Piska;44;Y;None;13;Wind;117,0766341;0,010293621;0,581262664;0;481,4914023;291,8715382;773,3629405;546,2473119;3613,06337;0;4159,310682;759;Pinus sylvestris;N;454,9372875;0
Piska;50;Y;Logging only;12;Wind;118,1090552;0,010324989;0,597276507;0;1769,357021;3244,209144;5013,566165;9505,966806;22673,96428;0;32179,93109;759;Pinus sylvestris;N;1453,358416;0
Piska;51;Y;Logging only;12;Wind;117,4940804;0,01038582;0,587339689;0;265,2425799;1068,044002;1333,286582;2294,61827;2310,027078;0;4604,645348;759;Pinus sylvestris;N;239,8157098;0
Piska;55;Y;None;13;Wind;117,9232268;0,010417062;0,59911908;0;370,7450301;1207,85151;1578,59654;2471,897967;6986,182008;0;9458,079975;759;Pinus sylvestris;N;366,2816699;0
Piska;56;Y;None;13;Wind;117,1365444;0,010477918;0,591483613;0;881,5428831;1160,696164;2042,239047;4090,433254;13301,75737;0;17392,19062;759;Pinus sylvestris;N;789,0561255;0
Piska;61;Y;None;12;Wind;116,8303509;0,010569877;0,591533748;22,00745105;320,2046405;409,8643758;752,0764674;640,8332221;2865,073274;99,43194814;3605,338444;759;Pinus sylvestris;N;304,0934609;0
Piska;62;Y;Logging only;12;Wind;117,9828608;0,010630646;0,606889815;1187,210269;67,38581182;417,7620294;1672,35811;740,1255746;719,1788502;2061,141055;3520,44548;759;Pinus sylvestris;N;53,44924467;0
Piska;68;Y;None;13;Wind;116,544863;0,010661679;0,589416692;178,9196766;968,648383;1600,272984;2747,841044;6586,960476;23911,74451;444,7905058;30943,49549;759;Pinus sylvestris;N;903,9769934;0
Piska;69;Y;None;13;Wind;116,8648725;0,010722454;0,606570015;528,5376028;381,111823;225,3287606;1134,978186;321,3975494;10811,24306;891,7197453;12024,36036;759;Pinus sylvestris;N;343,7607558;0
Piska;74;Y;None;13;Wind;115,9073174;0,011025905;0,621669423;0;3468,69959;69,01131284;3537,710903;95,54140128;11592,35669;0;11687,89809;759;Pinus sylvestris;N;0;0
Piska;76;Y;Logging only;12;Wind;115,530562;0,010753347;0,605793878;81,85403684;435,0704834;311,4764922;828,4010124;582,4328817;11706,29232;95,54140128;12384,2666;759;Pinus sylvestris;N;248,0439475;0
Piska;77;Y;Logging only;12;Wind;116,0301;0,010814112;0,609488135;173,4549746;322,1595428;246,1070534;741,7215708;682,5319559;1614,344123;425,0064564;2721,882535;759;Pinus sylvestris;N;310,9680571;0
Piska;102;Y;Logging only;12;Wind;115,5526755;0,01124021;0,611896606;0;259,376171;170,4878936;429,8640646;955,4140128;859,8726115;0;1815,286624;759;Pinus sylvestris;N;228,5467952;0
pyramide_16;1;Y;Logging only;19;Wind;802,183267;0,111317965;0,746087061;0;3178,192727;0;3178,192727;0;4000,000001;0;4000,000001;639,2723547;Pinus sylvestris;Pseudotsuga menziesii;0;2912
pyramide_16;2;Y;Logging only;19;Wind;791,5134488;0,111317965;0,75506454;0;266,6666667;0;266,6666667;0;266,6666667;0;266,6666667;639,2723547;Pinus sylvestris;Pseudotsuga menziesii;0;267
pyramide_16;3;Y;Logging only;19;Wind;784,2262538;0,111317965;0,757323715;0;2088,534108;0;2088,534108;0;2666,666667;0;2666,666667;639,2723547;Pinus sylvestris;Pseudotsuga menziesii;0;2089
pyramide_16;4;Y;Logging only;19;Wind;795,4771071;0,111317965;0,754387017;0;800,0000001;0;800,0000001;0;800,0000001;0;800,0000001;639,2723547;Pinus sylvestris;Pseudotsuga menziesii;0;800
rambouillet_2502;1;Y;Logging only;19;Wind;138,5808826;0,006417024;0,655410934;0;4587,10028;1352,379733;5939,480012;2400;6933,333334;0;9333,333335;692,3240024;Pinus sylvestris;N;4587,10028;0
rambouillet_2502;2;Y;Logging only;19;Wind;138,6434866;0,006417024;0,655833751;0;758,2374308;461,5128266;1219,750257;533,3333334;1866,666667;0;2400;692,3240024;Pinus sylvestris;N;712,2664675;0
rambouillet_2502;3;Y;Logging only;19;Wind;137,9802503;0,006417024;0,65659051;0;9342,765116;873,5535414;10216,31866;1066,666667;14666,66667;0;15733,33334;692,3240024;Pinus sylvestris;N;9342,765116;0
rambouillet_2502;4;Y;Logging only;19;Wind;138,2260908;0,006417024;0,656475695;0;793,0041308;168,6780731;961,6822039;266,6666667;1600;0;1866,666667;692,3240024;Pinus sylvestris;N;793,0041308;0
Roztocze;1;L;None;7;Wind;318,8774585;0,030935659;0,817630198;67,8658341;233,6319593;0;301,4977934;0;454;160;614;534;Pinus sylvestris;Fagus sylvatica;78;68
san187;1;Y;Logging only;19;Wind;238,7920523;0,11521221;0,659246929;1044,46879;1735,514577;1465,027632;4245,011;1600;2666,666667;4266,666667;8533,333334;541,1268065;Quercus;N;22,98548166;0
san187;2;Y;Logging only;19;Wind;240,117527;0,11521221;0,665472844;3015,275395;3343,38244;2968,810637;9327,468472;3200;6666,666668;7733,333334;17600;541,1268065;Quercus;N;124,4752238;0
san187;3;Y;Logging only;19;Wind;239,3976739;0,11521221;0,646429688;775,3102232;884,7776201;4638,633665;6298,721508;5066,666667;6400,000001;2400;13866,66667;541,1268065;Quercus;N;225,2577203;0
san187;4;Y;Logging only;19;Wind;237,1250572;0,11521221;0,658397099;1159,380861;3225,403576;800,0000001;5184,784438;800,0000001;8533,333334;2400;11733,33333;541,1268065;Quercus;N;533,3333334;0
san188;1;Y;Logging only;19;Wind;233,6986343;0,11521221;0,654540919;436,0366845;10717,65311;0;11153,68979;0;13600;800,0000001;14400;541,1268065;Quercus;N;250,0113159;0
san188;2;Y;Logging only;19;Wind;234,0615568;0,11521221;0,652362137;1730,89295;12001,49204;0;13732,38499;0;14400;2666,666667;17066,66667;541,1268065;Quercus;N;0;0
san188;3;Y;Logging only;19;Wind;234,4771833;0,11521221;0,655263093;0;12795,07341;0;12795,07341;0;14933,33334;0;14933,33334;541,1268065;Quercus;N;0;0
san188;4;Y;Logging only;19;Wind;234,4166633;0,11521221;0,657234638;1233,533348;11112,69418;0;12346,22753;0;12266,66667;2133,333334;14400;541,1268065;Quercus;N;0;0
sav140;1;Y;Logging only;19;Wind;397,8030495;0,142294656;0,680487832;3835,042139;1333,333334;0;5168,375472;0;1333,333334;6666,666668;8000,000001;251,4648101;Pinus sylvestris;Picea abies;1333,333334;3835
sav140;2;Y;Logging only;19;Wind;401,5000801;0,142294656;0,686509895;1099,727337;673,0143373;0;1772,741674;0;800,0000001;6133,333334;6933,333334;251,4648101;Pinus sylvestris;Picea abies;673,0143373;1100
sav140;3;Y;Logging only;19;Wind;390,8329822;0,142294656;0,681765763;3282,202654;1318,743331;0;4600,945985;0;1333,333334;12266,66667;13600;251,4648101;Pinus sylvestris;Picea abies;1318,743331;3282
sav140;4;Y;Logging only;19;Wind;388,6021832;0,142294656;0,680295365;5661,593595;1302,242711;0;6963,836306;0;1333,333334;15200;16533,33334;251,4648101;Pinus sylvestris;Picea abies;1302,242711;5662
senon;1;Y;Logging only;19;Wind;843,091984;0,078087736;0,716587702;1066,666667;0;0;1066,666667;0;0;1066,666667;1066,666667;302,3943918;Picea abies;N;1066,666667;0
senon;2;Y;Logging only;19;Wind;832,0120915;0,078087736;0,720761555;0;0;0;0;0;0;0;0;302,3943918;Picea abies;N;0;0
senon;3;Y;Logging only;19;Wind;833,3241273;0,078087736;0,718508066;197,9381274;0;0;197,9381274;0;0;266,6666667;266,6666667;302,3943918;Picea abies;N;197,9381274;0
senon;4;Y;Logging only;19;Wind;843,6344509;0,078087736;0,703093527;189,8954408;0;0;189,8954408;0;0;800,0000001;800,0000001;302,3943918;Picea abies;N;189,8954408;0
shel12;1;Y;Logging only;19;Wind;330,5729929;0,102513266;0,647691184;7877,442734;2480,778996;4350,159543;14708,38127;4533,333334;7733,333334;29600;41866,66667;262,8697364;Fagus sylvatica;Quercus;7877,442734;2481
shel12;2;Y;Logging only;19;Wind;333,2787249;0,102513266;0,647718885;1008,993273;254,2547895;4681,687114;5944,935176;5600,000001;800,0000001;3733,333334;10133,33333;262,8697364;Fagus sylvatica;Quercus;1008,993273;254
shel12;3;Y;Logging only;19;Wind;336,4563512;0,102513266;0,649520044;891,7855816;3695,205238;1333,333334;5920,324153;1333,333334;8000,000001;2666,666667;12000;262,8697364;Fagus sylvatica;Quercus;891,7855816;3695
shel12;4;Y;Logging only;19;Wind;334,480054;0,102513266;0,646538892;3132,690278;2598,05176;1517,108421;7247,850459;1600;4533,333334;9066,666668;15200;262,8697364;Fagus sylvatica;Quercus;3132,690278;2598
shel14;1;Y;Logging only;19;Wind;317,7860951;0,101340913;0,662107002;5112,297746;385,4488463;0;5497,746592;0;533,3333334;8000,000001;8533,333334;262,8697364;Fagus sylvatica;N;5112,297746;0
shel14;2;Y;Logging only;19;Wind;318,1403096;0,101340913;0,660673365;2195,792783;654,5908726;0;2850,383655;0;800,0000001;3466,666667;4266,666667;262,8697364;Fagus sylvatica;N;2195,792783;0
shel14;3;Y;Logging only;19;Wind;318,4246252;0,101340913;0,658114973;805,2198441;335,6231117;1600;2740,842956;1600;1066,666667;1866,666667;4533,333334;262,8697364;Fagus sylvatica;N;805,2198441;0
shel14;4;Y;Logging only;19;Wind;318,0579162;0,101340913;0,65741393;1335,472814;1584,511948;0;2919,984761;0;1600;1866,666667;3466,666667;262,8697364;Fagus sylvatica;N;1335,472814;0
Slitere;1;N;None;44;Wind;29,36601405;-0,002399484;0,520920007;1993,903486;40;2180;4213,903486;2180;40;2420;4640;489;Picea abies;N;1993,903486;0
Slitere;2;N;None;44;Wind;29,06513712;-0,00238453;0,525581647;1768,442928;100;2632,13905;4500,581978;2640;100;1960;4700;489;Picea abies;N;1768,442928;0
Slitere;3;N;None;44;Wind;28,85727392;-0,002378055;0,532765512;962,130054;60;1500;2522,130054;1500;60;1080;2640;489;Picea abies;N;962,130054;0
Slitere;4;N;None;44;Wind;28,83065643;-0,002370941;0,542438091;1233,039638;760;900;2893,039638;900;760;1420;3080;489;Picea abies;N;1233,039638;0
Slitere;5;N;None;44;Wind;29,10154488;-0,002413429;0,526671166;1546,352056;0;1260;2806,352056;1260;0;1600;2860;489;Picea abies;N;1546,352056;0
Slitere;6;N;None;44;Wind;29,12685334;-0,002419584;0,546801885;1267,025834;20;1080;2367,025834;1080;20;1360;2460;489;Picea abies;N;1267,025834;0
Slitere;7;N;None;44;Wind;29,3579887;-0,002423112;0,537839671;980;20;920;1920;920;20;980;1920;489;Picea abies;N;980;0
Slitere;8;N;None;44;Wind;29,65310652;-0,002424273;0,543520494;613,4173541;20;1417,443392;2050,860746;1420;20;620;2060;489;Picea abies;N;613,4173541;0
Slitere;9;N;None;44;Wind;29,33139617;-0,002374777;0,549821985;973,3086363;40;940;1953,308636;940;40;980;1960;489;Picea abies;N;973,3086363;0
Slitere;10;N;None;44;Wind;29,9891106;-0,002382279;0,548039063;1285,788834;40;680;2005,788834;680;40;1320;2040;489;Picea abies;N;1285,788834;0
Slitere;11;N;None;44;Wind;30,51583184;-0,002386319;0,544336072;1771,528089;20;1060;2851,528089;1060;20;1900;2980;489;Picea abies;N;1771,528089;0
Slitere;12;N;None;44;Wind;30,95882552;-0,002391163;0,541522963;1072,778202;160;440;1672,778202;440;160;1120;1720;489;Picea abies;N;1072,778202;0
Slitere;13;N;None;44;Wind;30,59189695;-0,002474112;0,530796995;1312,873765;0;560;1872,873765;560;0;1420;1980;489;Picea abies;N;1312,873765;0
Slitere;14;N;None;44;Wind;30,74917564;-0,002463534;0,540721839;1290,004159;80;280;1650,004159;280;80;1340;1700;489;Picea abies;N;1290,004159;0
Slitere;15;N;None;44;Wind;30,62585891;-0,002443985;0,543824988;968,5215738;0;615,8440223;1584,365596;700;0;1040;1740;489;Picea abies;N;968,5215738;0
Slitere;16;N;None;44;Wind;30,870097;-0,002421657;0,547651734;895,260719;0;280;1175,260719;280;0;940;1220;489;Picea abies;N;895,260719;0
Slitere;17;N;None;44;Wind;31,36911673;-0,002516429;0,534629015;786,2433378;360;620;1766,243338;620;360;880;1860;489;Picea abies;N;786,2433378;0
Slitere;18;N;None;44;Wind;31,3153504;-0,002498519;0,540177144;704,4314102;380;980;2064,43141;980;380;720;2080;489;Picea abies;N;704,4314102;0
Slitere;19;N;None;44;Wind;31,28646451;-0,002484524;0,53919403;676,44346;860;660;2196,44346;660;860;680;2200;489;Picea abies;N;676,44346;0
Slitere;20;N;None;44;Wind;31,29052601;-0,002462498;0,539177376;571,0781818;380;740;1691,078182;740;380;580;1700;489;Picea abies;N;571,0781818;0
Slitere;21;N;None;44;Wind;31,66436622;-0,00257074;0,531869394;340;0;500;840;500;0;340;840;489;Picea abies;N;340;0
Slitere;22;N;None;44;Wind;31,59851189;-0,002562254;0,535197544;1019,299912;0;40;1059,299912;40;0;1080;1120;489;Picea abies;N;1019,299912;0
Slitere;23;N;None;44;Wind;31,67126881;-0,002555905;0,538241219;679,9390637;20;295,804308;995,7433717;300;20;740;1060;489;Picea abies;N;679,9390637;0
Slitere;24;N;None;44;Wind;31,67240696;-0,002545594;0,540954359;1079,199376;0;138,2999796;1217,499356;140;0;1240;1380;489;Picea abies;N;1079,199376;0
Slitere;25;N;None;44;Wind;31,38214413;-0,002518494;0,53997262;1255,985891;40;1180;2475,985891;1180;40;1260;2480;489;Picea abies;N;1255,985891;0
Slitere;26;N;None;44;Wind;31,44871697;-0,00252253;0,538659641;956,8518869;20;1460;2436,851887;1460;20;960;2440;489;Picea abies;N;956,8518869;0
Slitere;27;N;None;44;Wind;31,54444189;-0,002523451;0,540208156;715,0890743;0;1160;1875,089074;1160;0;720;1880;489;Picea abies;N;715,0890743;0
Slitere;28;N;None;44;Wind;31,74439805;-0,002523973;0,541562603;1430,308002;20;1225,617341;2675,925343;1260;20;1660;2940;489;Picea abies;N;1430,308002;0
Slitere;29;N;None;44;Wind;29,35546352;-0,002348009;0,541452399;1494,091133;0;60;1554,091133;60;0;1540;1600;489;Picea abies;N;1494,091133;0
Slitere;30;N;None;44;Wind;29,16644473;-0,002336094;0,53999961;1292,112741;20;80;1392,112741;80;20;1520;1620;489;Picea abies;N;1292,112741;0
Slitere;31;N;None;44;Wind;28,72603335;-0,002321773;0,537093319;778,552042;20;258,8304138;1057,382456;260;20;800;1080;489;Picea abies;N;778,552042;0
Slitere;32;N;None;44;Wind;28,2864743;-0,002305481;0,586021289;520;20;642,5912347;1182,591235;660;20;520;1200;489;Picea abies;N;520;0
Slitere;33;N;None;44;Wind;29,64621026;-0,002382267;0,53214404;800;40;220;1060;220;40;800;1060;489;Picea abies;N;800;0
Slitere;34;N;None;44;Wind;29,54509348;-0,002368339;0,516636598;1064,785837;40;140;1244,785837;140;40;1080;1260;489;Picea abies;N;1064,785837;0
Slitere;35;N;None;44;Wind;29,00148093;-0,002351063;0,519320141;1261,047714;120;40;1421,047714;40;120;1320;1480;489;Picea abies;N;1261,047714;0
Slitere;36;N;None;44;Wind;28,91143735;-0,002333318;0,510859201;931,9825508;80;20;1031,982551;20;80;940;1040;489;Picea abies;N;931,9825508;0
Slitere;37;N;None;44;Wind;28,63714503;-0,002329009;0,550662514;1422,015277;740;660;2822,015277;660;740;1580;2980;489;Picea abies;N;1422,015277;0
Slitere;38;N;None;44;Wind;28,91149979;-0,002337534;0,546127984;872,7670624;380;980;2232,767062;980;380;880;2240;489;Picea abies;N;872,7670624;0
Slitere;39;N;None;44;Wind;28,87170454;-0,002355022;0,543484976;844,6042537;400;1460;2704,604254;1460;400;860;2720;489;Picea abies;N;784,6042537;0
Slitere;40;N;None;44;Wind;28,99045906;-0,002369257;0,543353716;1228,317293;460;1100;2788,317293;1100;460;1240;2800;489;Picea abies;N;1188,317293;0
Slitere;41;N;None;45;Wind;30,20513003;-0,002272064;0,54064113;1080;0;160;1240;160;0;1080;1240;489;Picea abies;N;1080;0
Slitere;42;N;None;45;Wind;30,54319822;-0,002287106;0,548786158;861,2966979;60;700;1621,296698;700;60;900;1660;489;Picea abies;N;861,2966979;0
Slitere;43;N;None;45;Wind;30,49804239;-0,002326459;0,550191622;688,5342101;60;80;828,5342101;80;60;700;840;489;Picea abies;N;688,5342101;0
Slitere;44;N;None;45;Wind;29,96109339;-0,002399072;0,573578555;845,9781207;0;180;1025,978121;180;0;980;1160;489;Picea abies;N;845,9781207;0
Slitere;45;N;None;45;Wind;24,89856824;-0,003654486;0,54063596;1017,743101;40;1300;2357,743101;1300;40;1100;2440;489;Picea abies;N;1017,743101;0
Slitere;46;N;None;45;Wind;25,00665672;-0,003705666;0,565312487;1864,895083;100;820;2784,895083;820;100;1960;2880;489;Picea abies;N;1864,895083;0
Slitere;47;N;None;45;Wind;25,36533125;-0,003712466;0,532387446;1616,145316;80;1337,769545;3033,914862;1340;80;1700;3120;489;Picea abies;N;1616,145316;0
Slitere;48;N;None;45;Wind;25,45770572;-0,003679172;0,532023639;1550,758167;80;1097,130393;2727,888561;1140;80;1720;2940;489;Picea abies;N;1550,758167;0
Slitere;49;N;None;45;Wind;26,48463454;-0,003668599;0,531355874;642,2782361;440;380;1462,278236;380;440;700;1520;489;Picea abies;N;642,2782361;0
Slitere;50;N;None;45;Wind;26,07481715;-0,003710141;0,520849709;1230,317157;240;839,9635265;2310,280684;840;240;1300;2380;489;Picea abies;N;1230,317157;0
Slitere;51;N;None;45;Wind;25,50274236;-0,003747232;0,516164604;1270,42735;80;1305,77966;2656,20701;1320;80;1320;2720;489;Picea abies;N;1270,42735;0
Slitere;52;N;None;45;Wind;25,51156512;-0,003781452;0,550852841;1549,97951;60;640;2249,97951;640;60;1620;2320;489;Picea abies;N;1549,97951;0
Slitere;53;N;None;44;Wind;46,51753324;-0,00301511;0,471757925;214,5869403;660;100;974,5869403;100;660;220;980;489;Picea abies;N;54,58694029;0
Slitere;54;N;None;44;Wind;45,85829055;-0,003004785;0,477211767;814,5777185;600;400;1814,577718;400;600;1080;2080;489;Picea abies;N;614,5777185;0
Slitere;55;N;None;44;Wind;43,75913023;-0,002990676;0,475822822;500,0692535;1300;400;2200,069254;400;1300;820;2520;489;Picea abies;N;405,4823132;0
Slitere;56;N;None;44;Wind;41,76359775;-0,002974182;0,496601268;464,0128832;700;340;1504,012883;340;700;580;1620;489;Picea abies;N;384,0128832;0
Slitere;57;N;None;44;Wind;44,34502094;-0,003190557;0,55585744;389,9625686;620;120;1129,962569;120;620;480;1220;489;Picea abies;N;209,9625686;0
Slitere;58;N;None;44;Wind;42,29943315;-0,003151964;0,481849949;651,4998982;460;360;1471,499898;360;460;700;1520;489;Picea abies;N;251,4998982;0
Slitere;59;N;None;44;Wind;40,04573172;-0,003092082;0,574114233;375,5737176;600;480;1455,573718;480;600;540;1620;489;Picea abies;N;355,5737176;0
Slitere;60;N;None;44;Wind;40,32647787;-0,003034558;0,483873616;159,6082617;858,5651967;520;1538,173458;520;860;160;1540;489;Picea abies;N;159,6082617;0
Slitere;61;N;None;44;Wind;48,47508472;-0,003203507;0,527073777;940;240;0;1180;0;240;940;1180;489;Picea abies;N;0;0
Slitere;62;N;None;44;Wind;49,06743331;-0,003245183;0,544750163;952,8613797;140;40;1132,86138;40;140;960;1140;489;Picea abies;N;40;0
Slitere;63;N;None;44;Wind;50,46113985;-0,003290305;0,507949525;220;320;100;640;100;320;220;640;489;Picea abies;N;0;0
Slitere;64;N;None;44;Wind;50,24273287;-0,003335077;0,550748467;439,0190132;140;20;599,0190132;20;140;500;660;489;Picea abies;N;102,9651696;0
Slitere;65;N;None;45;Wind;27,71976006;-0,002656152;0,529463925;1560,294532;0;60;1620,294532;60;0;1640;1700;489;Picea abies;N;1560,294532;0
Slitere;66;N;None;45;Wind;28,05294555;-0,002611606;0,528070891;1619,082476;0;40;1659,082476;40;0;1680;1720;489;Picea abies;N;1619,082476;0
Slitere;67;N;None;45;Wind;28,341113;-0,002559811;0,516850145;1368,351161;80;180;1628,351161;180;80;1420;1680;489;Picea abies;N;1368,351161;0
Slitere;68;N;None;45;Wind;29,0161445;-0,002495401;0,504506487;1185,355712;0;100;1285,355712;100;0;1200;1300;489;Picea abies;N;1185,355712;0
Slitere;69;N;None;45;Wind;34,90547944;-0,003446431;0,590424296;917,3636756;40;80;1037,363676;80;40;920;1040;489;Picea abies;Betula pendula;917,3636756;80
Slitere;70;N;None;45;Wind;35,24104323;-0,003514959;0,565320445;1144,230319;40;40;1224,230319;40;40;1220;1300;489;Picea abies;Betula pendula;1144,230319;0
Slitere;71;N;None;45;Wind;35,77447319;-0,003483367;0,517543223;777,7695454;180;60;1017,769545;60;180;780;1020;489;Picea abies;Betula pendula;777,7695454;20
Slitere;72;N;None;45;Wind;35,51194827;-0,003414657;0,509479877;1245,127422;100;160;1505,127422;160;100;1300;1560;489;Picea abies;N;1245,127422;0
Slitere;73;N;None;45;Wind;26,45704124;-0,003980174;0,542276485;492,2509051;820;596,4352089;1908,686114;600;820;540;1960;489;Picea abies;N;492,2509051;0
Slitere;74;N;None;45;Wind;26,83901095;-0,004014143;0,537872154;526,869335;760;320;1606,869335;320;760;640;1720;489;Picea abies;N;526,869335;0
Slitere;75;N;None;45;Wind;26,74188926;-0,004066671;0,563783675;280;913,5260719;262,5912347;1456,117307;280;920;280;1480;489;Picea abies;N;280;0
Slitere;76;N;None;45;Wind;26,47685915;-0,00408076;0,538524245;338,9289919;980,2791891;380;1699,208181;380;1000;400;1780;489;Picea abies;N;338,9289919;0
Slitere;77;N;None;45;Wind;51,70866639;-0,00522186;0,547187976;655,8466055;912,7009943;100;1668,5476;100;960;780;1840;489;Picea abies;N;420;0
Slitere;78;N;None;45;Wind;51,40342835;-0,005168675;0,560563415;438,2390434;585,3251451;100;1123,564188;100;600;540;1240;489;Picea abies;N;338,2390434;0
Slitere;79;N;None;45;Wind;51,24615065;-0,005118023;0,558063294;463,7343766;980;40;1483,734377;40;980;580;1600;489;Picea abies;N;463,7343766;0
Slitere;80;N;None;45;Wind;51,16154361;-0,005076784;0,628443882;301,1573198;1193,199919;60;1554,357238;60;1200;400;1660;489;Picea abies;N;301,1573198;0
Slitere;81;N;None;45;Wind;52,56861418;-0,00533167;0,505990657;516,0849191;680;40;1236,084919;40;680;640;1360;489;Picea abies;N;196,0849191;0
Slitere;82;N;None;45;Wind;52,03542528;-0,005361173;0,46676242;375,0432834;1180;200;1755,043283;200;1180;520;1900;489;Picea abies;N;375,0432834;0
Slitere;83;N;None;45;Wind;48,21258412;-0,005368814;0,400468314;536,7550431;1020;420;1976,755043;420;1020;720;2160;489;Picea abies;N;158,2868249;0
Slitere;84;N;None;45;Wind;45,49932933;-0,005354682;0,402665634;1468,216892;940;720;3128,216892;720;940;1640;3300;489;Picea abies;N;1208,216892;0
Slitere;85;N;None;45;Wind;39,46861562;-0,005552468;0,406071176;1538,043663;100;440;2078,043663;440;100;1680;2220;489;Picea abies;N;1458,043663;0
Slitere;86;N;None;45;Wind;40,05275518;-0,005499168;0,399258861;1007,612556;277,1230045;1160;2444,735561;1160;280;1020;2460;489;Picea abies;N;1007,612556;0
Slitere;87;N;None;45;Wind;37,4293272;-0,005491119;0,43752905;1228,524214;340;300;1868,524214;300;340;1300;1940;489;Picea abies;N;1048,524214;0
Slitere;88;N;None;45;Wind;39,50532101;-0,00545046;0,353198137;1201,59643;160;800;2161,59643;800;160;1280;2240;489;Picea abies;N;1201,59643;0
Sokolna;1;N;None;8;Fire;1050,339427;0,003600608;0,139716621;577,9477819;1705,180167;273,4719782;2556,599927;1150;10700;5300;17150;299;Fagus sylvatica;N;501,9565065;0
Sokolna;2;N;None;8;Fire;1067,286147;0,003599488;0,147312537;786,1034728;1945,400552;540,7113547;3272,21538;2650;14550;10400;27600;299;Fagus sylvatica;N;669,1427334;0
Sokolna;3;N;None;8;Fire;1081,512723;0,003598378;0,155773983;906,7440994;2549,167271;419,4408375;3875,352208;1850;11800;12950;26600;299;Fagus sylvatica;N;737,8008092;0
Sokolna;4;N;None;8;Fire;1095,123928;0,003599371;0,160470684;613,1819262;1002,189102;286,1029424;1901,47397;2200;9500;7200;18900;299;Fagus sylvatica;N;600,1862885;0
Sokolna;5;N;None;8;Fire;1107,429643;0,003602703;0,157750274;228,8823539;2667,029696;27,38366517;2923,295715;50;19700;2800;22550;299;Fagus sylvatica;N;228,8823539;0
Sokolna;6;N;None;8;Fire;1124,221157;0,003613915;0,173203008;953,9858947;675,7068566;0;1629,692751;0;4700;9200;13900;299;Fagus sylvatica;N;953,9858947;0
Sokolna;7;N;None;8;Fire;1139,758388;0,003629818;0,194190362;25,99127542;1532,76248;27,38366517;1586,137421;50;11550;800;12400;299;Fagus sylvatica;N;25,99127542;0
Sokolna;8;N;None;8;Fire;1152,308782;0,003651996;0,181515029;64,22226678;90,37930288;27,38366517;181,9852348;50;500;100;650;299;Fagus sylvatica;N;14,22226678;0
Sokolna;9;N;None;8;Fire;1166,169607;0,003675457;0,159701644;50;525,792893;657,5726376;1233,365531;5800;4050;50;9900;299;Fagus sylvatica;N;0;0
Sokolna;10;N;None;8;Fire;1185,991145;0,00369879;0,150449496;0;859,2702392;27,38366517;886,6539044;50;5200;0;5250;299;Fagus sylvatica;N;0;0
